suite,case,entry_point,sample,ms
timing,basic.rs,dprint,0,27.029292
timing,basic.rs,direct,0,20.313500
timing,basic.rs,direct,1,20.970042
timing,basic.rs,dprint,1,27.381083
timing,basic.rs,dprint,2,27.587125
timing,basic.rs,direct,2,25.574625
timing,basic.rs,direct,3,22.192667
timing,basic.rs,dprint,3,28.308958
timing,basic.rs,dprint,4,28.109666
timing,basic.rs,direct,4,21.085417
timing,basic.rs,direct,5,19.914041
timing,basic.rs,dprint,5,27.903375
timing,basic.rs,dprint,6,26.344250
timing,basic.rs,direct,6,19.272209
timing,basic.rs,direct,7,19.570125
timing,basic.rs,dprint,7,26.596958
timing,basic.rs,dprint,8,26.660000
timing,basic.rs,direct,8,18.794250
timing,basic.rs,direct,9,20.236375
timing,basic.rs,dprint,9,25.874000
timing,basic.rs,dprint,10,27.646792
timing,basic.rs,direct,10,19.642250
timing,basic.rs,direct,11,19.816209
timing,basic.rs,dprint,11,26.639208
timing,basic.rs,dprint,12,26.356417
timing,basic.rs,direct,12,20.763042
timing,basic.rs,direct,13,21.386500
timing,basic.rs,dprint,13,28.227166
timing,basic.rs,dprint,14,26.742042
timing,basic.rs,direct,14,20.105958
timing,basic.rs,direct,15,20.200625
timing,basic.rs,dprint,15,26.870250
timing,basic.rs,dprint,16,27.212125
timing,basic.rs,direct,16,19.655875
timing,basic.rs,direct,17,19.687125
timing,basic.rs,dprint,17,26.992958
timing,basic.rs,dprint,18,27.260583
timing,basic.rs,direct,18,20.056750
timing,basic.rs,direct,19,20.318167
timing,basic.rs,dprint,19,27.606416
timing,basic.rs,dprint,20,28.464958
timing,basic.rs,direct,20,20.320584
timing,basic.rs,direct,21,19.740584
timing,basic.rs,dprint,21,27.931500
timing,basic.rs,dprint,22,26.529250
timing,basic.rs,direct,22,19.957917
timing,basic.rs,direct,23,22.940125
timing,basic.rs,dprint,23,27.275458
timing,basic.rs,dprint,24,26.742125
timing,basic.rs,direct,24,20.170958
timing,basic.rs,direct,25,19.333625
timing,basic.rs,dprint,25,27.261333
timing,basic.rs,dprint,26,27.164042
timing,basic.rs,direct,26,19.035291
timing,basic.rs,direct,27,18.941625
timing,basic.rs,dprint,27,26.250333
timing,basic.rs,dprint,28,25.314500
timing,basic.rs,direct,28,19.517333
timing,basic.rs,direct,29,19.925000
timing,basic.rs,dprint,29,26.761375
timing,basic.rs,dprint,30,28.007375
timing,basic.rs,direct,30,20.052709
timing,basic.rs,direct,31,20.211208
timing,basic.rs,dprint,31,27.473292
timing,basic.rs,dprint,32,26.538625
timing,basic.rs,direct,32,19.752500
timing,basic.rs,direct,33,19.440333
timing,basic.rs,dprint,33,26.627416
timing,basic.rs,dprint,34,26.206375
timing,basic.rs,direct,34,20.030292
timing,basic.rs,direct,35,19.849417
timing,basic.rs,dprint,35,33.368375
timing,basic.rs,dprint,36,26.980084
timing,basic.rs,direct,36,20.206834
timing,basic.rs,direct,37,19.926166
timing,basic.rs,dprint,37,28.098041
timing,basic.rs,dprint,38,28.166209
timing,basic.rs,direct,38,20.381542
timing,basic.rs,direct,39,19.929666
timing,basic.rs,dprint,39,26.718666
timing,basic.rs,dprint,40,26.603209
timing,basic.rs,direct,40,19.828625
timing,basic.rs,direct,41,19.825292
timing,basic.rs,dprint,41,26.674833
timing,basic.rs,dprint,42,26.197708
timing,basic.rs,direct,42,19.281958
timing,basic.rs,direct,43,19.443292
timing,basic.rs,dprint,43,27.068417
timing,basic.rs,dprint,44,26.747083
timing,basic.rs,direct,44,19.531584
timing,basic.rs,direct,45,19.829250
timing,basic.rs,dprint,45,26.980917
timing,basic.rs,dprint,46,28.060167
timing,basic.rs,direct,46,20.348250
timing,basic.rs,direct,47,19.416667
timing,basic.rs,dprint,47,26.242292
timing,basic.rs,dprint,48,26.084667
timing,basic.rs,direct,48,19.159459
timing,basic.rs,direct,49,18.567000
timing,basic.rs,dprint,49,25.222458
timing,basic.rs,dprint,50,25.607834
timing,basic.rs,direct,50,19.231542
timing,basic.rs,direct,51,19.173792
timing,basic.rs,dprint,51,27.008917
timing,basic.rs,dprint,52,27.746250
timing,basic.rs,direct,52,19.979458
timing,basic.rs,direct,53,19.236916
timing,basic.rs,dprint,53,26.894292
timing,basic.rs,dprint,54,27.880417
timing,basic.rs,direct,54,20.648042
timing,basic.rs,direct,55,20.023625
timing,basic.rs,dprint,55,26.958125
timing,basic.rs,dprint,56,26.941166
timing,basic.rs,direct,56,19.730959
timing,basic.rs,direct,57,20.103208
timing,basic.rs,dprint,57,26.403667
timing,basic.rs,dprint,58,26.747583
timing,basic.rs,direct,58,19.724000
timing,basic.rs,direct,59,20.382417
timing,basic.rs,dprint,59,26.839708
timing,basic.rs,dprint,60,26.132625
timing,basic.rs,direct,60,20.013000
timing,basic.rs,direct,61,19.674375
timing,basic.rs,dprint,61,26.709625
timing,basic.rs,dprint,62,27.190417
timing,basic.rs,direct,62,20.661458
timing,basic.rs,direct,63,20.144166
timing,basic.rs,dprint,63,27.144250
timing,basic.rs,dprint,64,26.935834
timing,basic.rs,direct,64,19.463791
timing,basic.rs,direct,65,19.938208
timing,basic.rs,dprint,65,26.104000
timing,basic.rs,dprint,66,26.781542
timing,basic.rs,direct,66,19.934750
timing,basic.rs,direct,67,20.101458
timing,basic.rs,dprint,67,25.894459
timing,basic.rs,dprint,68,25.710833
timing,basic.rs,direct,68,18.577334
timing,basic.rs,direct,69,18.994375
timing,basic.rs,dprint,69,33.036166
timing,basic.rs,dprint,70,26.285375
timing,basic.rs,direct,70,19.847708
timing,basic.rs,direct,71,20.124500
timing,basic.rs,dprint,71,27.283041
timing,basic.rs,dprint,72,28.447750
timing,basic.rs,direct,72,20.246709
timing,basic.rs,direct,73,20.109417
timing,basic.rs,dprint,73,27.339291
timing,basic.rs,dprint,74,27.087708
timing,basic.rs,direct,74,20.051000
timing,basic.rs,direct,75,20.096917
timing,basic.rs,dprint,75,27.200791
timing,basic.rs,dprint,76,26.522542
timing,basic.rs,direct,76,19.892291
timing,basic.rs,direct,77,19.318417
timing,basic.rs,dprint,77,26.111459
timing,basic.rs,dprint,78,25.822917
timing,basic.rs,direct,78,20.220833
timing,basic.rs,direct,79,19.290959
timing,basic.rs,dprint,79,26.693875
timing,basic.rs,dprint,80,26.707416
timing,basic.rs,direct,80,20.088250
timing,basic.rs,direct,81,20.031834
timing,basic.rs,dprint,81,26.258000
timing,basic.rs,dprint,82,26.732917
timing,basic.rs,direct,82,19.453417
timing,basic.rs,direct,83,20.233291
timing,basic.rs,dprint,83,26.315667
timing,basic.rs,dprint,84,27.091583
timing,basic.rs,direct,84,19.196500
timing,basic.rs,direct,85,20.059750
timing,basic.rs,dprint,85,25.941667
timing,basic.rs,dprint,86,26.261625
timing,basic.rs,direct,86,20.587125
timing,basic.rs,direct,87,19.824792
timing,basic.rs,dprint,87,27.293000
timing,basic.rs,dprint,88,26.880875
timing,basic.rs,direct,88,18.750667
timing,basic.rs,direct,89,18.734125
timing,basic.rs,dprint,89,25.311334
timing,basic.rs,dprint,90,25.907333
timing,basic.rs,direct,90,18.781666
timing,basic.rs,direct,91,18.066125
timing,basic.rs,dprint,91,25.226875
timing,basic.rs,dprint,92,26.382334
timing,basic.rs,direct,92,19.443875
timing,basic.rs,direct,93,19.447417
timing,basic.rs,dprint,93,27.255666
timing,basic.rs,dprint,94,26.338125
timing,basic.rs,direct,94,19.388833
timing,basic.rs,direct,95,19.678208
timing,basic.rs,dprint,95,27.066417
timing,basic.rs,dprint,96,28.452791
timing,basic.rs,direct,96,19.238667
timing,basic.rs,direct,97,20.107750
timing,basic.rs,dprint,97,29.180500
timing,basic.rs,dprint,98,27.188583
timing,basic.rs,direct,98,20.456292
timing,basic.rs,direct,99,20.307334
timing,basic.rs,dprint,99,26.610125
timing,basic.tsx,dprint,0,63.995917
timing,basic.tsx,direct,0,57.391833
timing,basic.tsx,direct,1,58.397250
timing,basic.tsx,dprint,1,66.663250
timing,basic.tsx,dprint,2,64.369542
timing,basic.tsx,direct,2,60.992459
timing,basic.tsx,direct,3,57.518583
timing,basic.tsx,dprint,3,65.481791
timing,basic.tsx,dprint,4,67.212625
timing,basic.tsx,direct,4,59.267708
timing,basic.tsx,direct,5,59.479042
timing,basic.tsx,dprint,5,65.682500
timing,basic.tsx,dprint,6,66.079208
timing,basic.tsx,direct,6,58.277083
timing,basic.tsx,direct,7,57.977625
timing,basic.tsx,dprint,7,63.588750
timing,basic.tsx,dprint,8,65.849375
timing,basic.tsx,direct,8,61.996875
timing,basic.tsx,direct,9,60.683541
timing,basic.tsx,dprint,9,65.127709
timing,basic.tsx,dprint,10,68.305041
timing,basic.tsx,direct,10,61.214208
timing,basic.tsx,direct,11,59.915084
timing,basic.tsx,dprint,11,66.513625
timing,basic.tsx,dprint,12,65.808250
timing,basic.tsx,direct,12,58.955166
timing,basic.tsx,direct,13,58.917917
timing,basic.tsx,dprint,13,66.133375
timing,basic.tsx,dprint,14,64.762042
timing,basic.tsx,direct,14,57.325750
timing,basic.tsx,direct,15,59.484625
timing,basic.tsx,dprint,15,65.471000
timing,basic.tsx,dprint,16,66.711417
timing,basic.tsx,direct,16,59.160875
timing,basic.tsx,direct,17,59.062250
timing,basic.tsx,dprint,17,66.651416
timing,basic.tsx,dprint,18,65.137750
timing,basic.tsx,direct,18,60.130084
timing,basic.tsx,direct,19,58.785208
timing,basic.tsx,dprint,19,65.238292
timing,basic.tsx,dprint,20,66.313667
timing,basic.tsx,direct,20,60.916875
timing,basic.tsx,direct,21,58.788875
timing,basic.tsx,dprint,21,68.574750
timing,basic.tsx,dprint,22,65.224583
timing,basic.tsx,direct,22,57.988250
timing,basic.tsx,direct,23,65.128167
timing,basic.tsx,dprint,23,66.745584
timing,basic.tsx,dprint,24,67.609833
timing,basic.tsx,direct,24,60.645625
timing,basic.tsx,direct,25,60.878125
timing,basic.tsx,dprint,25,66.329084
timing,basic.tsx,dprint,26,65.210292
timing,basic.tsx,direct,26,59.994584
timing,basic.tsx,direct,27,59.900916
timing,basic.tsx,dprint,27,67.344500
timing,basic.tsx,dprint,28,65.712667
timing,basic.tsx,direct,28,60.096666
timing,basic.tsx,direct,29,59.613500
timing,basic.tsx,dprint,29,65.827625
timing,basic.tsx,dprint,30,64.469417
timing,basic.tsx,direct,30,60.230083
timing,basic.tsx,direct,31,59.793792
timing,basic.tsx,dprint,31,66.338708
timing,basic.tsx,dprint,32,65.904250
timing,basic.tsx,direct,32,59.818416
timing,basic.tsx,direct,33,59.496250
timing,basic.tsx,dprint,33,66.209625
timing,basic.tsx,dprint,34,67.078625
timing,basic.tsx,direct,34,58.858750
timing,basic.tsx,direct,35,59.732500
timing,basic.tsx,dprint,35,71.211666
timing,basic.tsx,dprint,36,68.638791
timing,basic.tsx,direct,36,60.345667
timing,basic.tsx,direct,37,60.616500
timing,basic.tsx,dprint,37,67.590833
timing,basic.tsx,dprint,38,64.669292
timing,basic.tsx,direct,38,58.432125
timing,basic.tsx,direct,39,58.596542
timing,basic.tsx,dprint,39,66.457958
timing,basic.tsx,dprint,40,70.017833
timing,basic.tsx,direct,40,59.607750
timing,basic.tsx,direct,41,58.418458
timing,basic.tsx,dprint,41,67.121500
timing,basic.tsx,dprint,42,65.866666
timing,basic.tsx,direct,42,58.945417
timing,basic.tsx,direct,43,58.749375
timing,basic.tsx,dprint,43,66.662333
timing,basic.tsx,dprint,44,65.554542
timing,basic.tsx,direct,44,59.335584
timing,basic.tsx,direct,45,61.223042
timing,basic.tsx,dprint,45,65.954875
timing,basic.tsx,dprint,46,65.697625
timing,basic.tsx,direct,46,59.494250
timing,basic.tsx,direct,47,60.401958
timing,basic.tsx,dprint,47,65.435000
timing,basic.tsx,dprint,48,72.941792
timing,basic.tsx,direct,48,61.556875
timing,basic.tsx,direct,49,59.854291
timing,basic.tsx,dprint,49,67.909833
timing,basic.tsx,dprint,50,66.322958
timing,basic.tsx,direct,50,59.662875
timing,basic.tsx,direct,51,59.585917
timing,basic.tsx,dprint,51,66.853250
timing,basic.tsx,dprint,52,65.836458
timing,basic.tsx,direct,52,60.461625
timing,basic.tsx,direct,53,60.207292
timing,basic.tsx,dprint,53,64.353417
timing,basic.tsx,dprint,54,65.678416
timing,basic.tsx,direct,54,58.120708
timing,basic.tsx,direct,55,59.477292
timing,basic.tsx,dprint,55,65.260417
timing,basic.tsx,dprint,56,67.763875
timing,basic.tsx,direct,56,59.315875
timing,basic.tsx,direct,57,58.517917
timing,basic.tsx,dprint,57,65.594084
timing,basic.tsx,dprint,58,67.689625
timing,basic.tsx,direct,58,59.409250
timing,basic.tsx,direct,59,59.500417
timing,basic.tsx,dprint,59,65.656666
timing,basic.tsx,dprint,60,66.603167
timing,basic.tsx,direct,60,58.565958
timing,basic.tsx,direct,61,66.092500
timing,basic.tsx,dprint,61,65.280000
timing,basic.tsx,dprint,62,65.847167
timing,basic.tsx,direct,62,58.886917
timing,basic.tsx,direct,63,60.238584
timing,basic.tsx,dprint,63,65.594584
timing,basic.tsx,dprint,64,64.266416
timing,basic.tsx,direct,64,57.850833
timing,basic.tsx,direct,65,58.500333
timing,basic.tsx,dprint,65,66.648625
timing,basic.tsx,dprint,66,66.996042
timing,basic.tsx,direct,66,59.474334
timing,basic.tsx,direct,67,59.580459
timing,basic.tsx,dprint,67,65.320292
timing,basic.tsx,dprint,68,66.880292
timing,basic.tsx,direct,68,60.905041
timing,basic.tsx,direct,69,59.330875
timing,basic.tsx,dprint,69,66.173750
timing,basic.tsx,dprint,70,63.238625
timing,basic.tsx,direct,70,57.074667
timing,basic.tsx,direct,71,58.062791
timing,basic.tsx,dprint,71,68.253709
timing,basic.tsx,dprint,72,64.480000
timing,basic.tsx,direct,72,58.792542
timing,basic.tsx,direct,73,58.494958
timing,basic.tsx,dprint,73,64.083500
timing,basic.tsx,dprint,74,65.332625
timing,basic.tsx,direct,74,59.992709
timing,basic.tsx,direct,75,66.328208
timing,basic.tsx,dprint,75,67.767542
timing,basic.tsx,dprint,76,66.942250
timing,basic.tsx,direct,76,59.214625
timing,basic.tsx,direct,77,60.039750
timing,basic.tsx,dprint,77,64.917458
timing,basic.tsx,dprint,78,65.217458
timing,basic.tsx,direct,78,59.553041
timing,basic.tsx,direct,79,60.217750
timing,basic.tsx,dprint,79,65.276250
timing,basic.tsx,dprint,80,67.225500
timing,basic.tsx,direct,80,60.528042
timing,basic.tsx,direct,81,60.376583
timing,basic.tsx,dprint,81,67.083000
timing,basic.tsx,dprint,82,65.687542
timing,basic.tsx,direct,82,60.675667
timing,basic.tsx,direct,83,60.939125
timing,basic.tsx,dprint,83,66.666584
timing,basic.tsx,dprint,84,65.972334
timing,basic.tsx,direct,84,60.738875
timing,basic.tsx,direct,85,58.748834
timing,basic.tsx,dprint,85,66.944750
timing,basic.tsx,dprint,86,65.740458
timing,basic.tsx,direct,86,59.966708
timing,basic.tsx,direct,87,61.433750
timing,basic.tsx,dprint,87,66.845625
timing,basic.tsx,dprint,88,74.459125
timing,basic.tsx,direct,88,60.182750
timing,basic.tsx,direct,89,60.191542
timing,basic.tsx,dprint,89,66.267375
timing,basic.tsx,dprint,90,69.799541
timing,basic.tsx,direct,90,59.968375
timing,basic.tsx,direct,91,61.152209
timing,basic.tsx,dprint,91,67.051167
timing,basic.tsx,dprint,92,66.596833
timing,basic.tsx,direct,92,60.166042
timing,basic.tsx,direct,93,59.443833
timing,basic.tsx,dprint,93,67.173500
timing,basic.tsx,dprint,94,67.389542
timing,basic.tsx,direct,94,59.815334
timing,basic.tsx,direct,95,60.029500
timing,basic.tsx,dprint,95,66.835667
timing,basic.tsx,dprint,96,67.805000
timing,basic.tsx,direct,96,60.010958
timing,basic.tsx,direct,97,59.106375
timing,basic.tsx,dprint,97,67.231000
timing,basic.tsx,dprint,98,68.733750
timing,basic.tsx,direct,98,60.529625
timing,basic.tsx,direct,99,59.394250
timing,basic.tsx,dprint,99,67.513667
timing,basic.md,dprint,0,60.389083
timing,basic.md,direct,0,52.389709
timing,basic.md,direct,1,53.172042
timing,basic.md,dprint,1,60.333042
timing,basic.md,dprint,2,59.796875
timing,basic.md,direct,2,53.773500
timing,basic.md,direct,3,52.929625
timing,basic.md,dprint,3,58.952958
timing,basic.md,dprint,4,58.328125
timing,basic.md,direct,4,51.866125
timing,basic.md,direct,5,53.175291
timing,basic.md,dprint,5,59.084792
timing,basic.md,dprint,6,59.025458
timing,basic.md,direct,6,52.680208
timing,basic.md,direct,7,53.863208
timing,basic.md,dprint,7,61.244500
timing,basic.md,dprint,8,59.419542
timing,basic.md,direct,8,54.832250
timing,basic.md,direct,9,52.770292
timing,basic.md,dprint,9,66.176500
timing,basic.md,dprint,10,60.643625
timing,basic.md,direct,10,52.718292
timing,basic.md,direct,11,52.959292
timing,basic.md,dprint,11,58.966792
timing,basic.md,dprint,12,59.946458
timing,basic.md,direct,12,51.636417
timing,basic.md,direct,13,52.384084
timing,basic.md,dprint,13,57.956667
timing,basic.md,dprint,14,58.532416
timing,basic.md,direct,14,53.702791
timing,basic.md,direct,15,52.300000
timing,basic.md,dprint,15,59.687416
timing,basic.md,dprint,16,59.410125
timing,basic.md,direct,16,53.642667
timing,basic.md,direct,17,53.934208
timing,basic.md,dprint,17,59.291459
timing,basic.md,dprint,18,58.789916
timing,basic.md,direct,18,52.630833
timing,basic.md,direct,19,52.939875
timing,basic.md,dprint,19,59.853333
timing,basic.md,dprint,20,59.634917
timing,basic.md,direct,20,53.781667
timing,basic.md,direct,21,53.874416
timing,basic.md,dprint,21,58.513625
timing,basic.md,dprint,22,59.762791
timing,basic.md,direct,22,56.139500
timing,basic.md,direct,23,54.539125
timing,basic.md,dprint,23,61.408166
timing,basic.md,dprint,24,63.460125
timing,basic.md,direct,24,54.163084
timing,basic.md,direct,25,54.684209
timing,basic.md,dprint,25,61.101500
timing,basic.md,dprint,26,60.534250
timing,basic.md,direct,26,52.131125
timing,basic.md,direct,27,54.316292
timing,basic.md,dprint,27,67.195250
timing,basic.md,dprint,28,58.591500
timing,basic.md,direct,28,51.170083
timing,basic.md,direct,29,51.832791
timing,basic.md,dprint,29,58.300291
timing,basic.md,dprint,30,56.543084
timing,basic.md,direct,30,50.647625
timing,basic.md,direct,31,50.017167
timing,basic.md,dprint,31,58.749833
timing,basic.md,dprint,32,58.737792
timing,basic.md,direct,32,51.727666
timing,basic.md,direct,33,51.193709
timing,basic.md,dprint,33,57.771125
timing,basic.md,dprint,34,56.896292
timing,basic.md,direct,34,52.683916
timing,basic.md,direct,35,50.815333
timing,basic.md,dprint,35,57.691000
timing,basic.md,dprint,36,60.311459
timing,basic.md,direct,36,51.957000
timing,basic.md,direct,37,51.275791
timing,basic.md,dprint,37,56.495542
timing,basic.md,dprint,38,57.895334
timing,basic.md,direct,38,51.163000
timing,basic.md,direct,39,57.836166
timing,basic.md,dprint,39,59.119250
timing,basic.md,dprint,40,58.179208
timing,basic.md,direct,40,52.777792
timing,basic.md,direct,41,51.172125
timing,basic.md,dprint,41,57.652541
timing,basic.md,dprint,42,57.679042
timing,basic.md,direct,42,50.845458
timing,basic.md,direct,43,52.188125
timing,basic.md,dprint,43,58.358000
timing,basic.md,dprint,44,58.654125
timing,basic.md,direct,44,51.437417
timing,basic.md,direct,45,52.280542
timing,basic.md,dprint,45,58.661875
timing,basic.md,dprint,46,56.822208
timing,basic.md,direct,46,50.827459
timing,basic.md,direct,47,51.986250
timing,basic.md,dprint,47,56.064333
timing,basic.md,dprint,48,56.175375
timing,basic.md,direct,48,49.784667
timing,basic.md,direct,49,50.105375
timing,basic.md,dprint,49,55.485875
timing,basic.md,dprint,50,57.141833
timing,basic.md,direct,50,53.174250
timing,basic.md,direct,51,50.830291
timing,basic.md,dprint,51,58.221375
timing,basic.md,dprint,52,57.205583
timing,basic.md,direct,52,51.591291
timing,basic.md,direct,53,51.522167
timing,basic.md,dprint,53,58.367042
timing,basic.md,dprint,54,65.328625
timing,basic.md,direct,54,55.162292
timing,basic.md,direct,55,54.932667
timing,basic.md,dprint,55,59.085375
timing,basic.md,dprint,56,60.030083
timing,basic.md,direct,56,50.570958
timing,basic.md,direct,57,53.334916
timing,basic.md,dprint,57,57.936875
timing,basic.md,dprint,58,58.218667
timing,basic.md,direct,58,52.346084
timing,basic.md,direct,59,51.854667
timing,basic.md,dprint,59,57.873708
timing,basic.md,dprint,60,59.603666
timing,basic.md,direct,60,52.185042
timing,basic.md,direct,61,53.821583
timing,basic.md,dprint,61,57.620875
timing,basic.md,dprint,62,57.821167
timing,basic.md,direct,62,52.735583
timing,basic.md,direct,63,51.878375
timing,basic.md,dprint,63,57.624792
timing,basic.md,dprint,64,58.859625
timing,basic.md,direct,64,51.914250
timing,basic.md,direct,65,52.166167
timing,basic.md,dprint,65,58.078375
timing,basic.md,dprint,66,56.443542
timing,basic.md,direct,66,50.606375
timing,basic.md,direct,67,51.115583
timing,basic.md,dprint,67,59.656334
timing,basic.md,dprint,68,59.398916
timing,basic.md,direct,68,58.469834
timing,basic.md,direct,69,52.503750
timing,basic.md,dprint,69,60.388583
timing,basic.md,dprint,70,58.822750
timing,basic.md,direct,70,51.768042
timing,basic.md,direct,71,51.968792
timing,basic.md,dprint,71,59.197709
timing,basic.md,dprint,72,59.585416
timing,basic.md,direct,72,52.429333
timing,basic.md,direct,73,52.452041
timing,basic.md,dprint,73,58.600667
timing,basic.md,dprint,74,59.637875
timing,basic.md,direct,74,52.189708
timing,basic.md,direct,75,52.251250
timing,basic.md,dprint,75,57.713083
timing,basic.md,dprint,76,57.643333
timing,basic.md,direct,76,51.951542
timing,basic.md,direct,77,51.983708
timing,basic.md,dprint,77,59.127250
timing,basic.md,dprint,78,59.928291
timing,basic.md,direct,78,54.463250
timing,basic.md,direct,79,51.568833
timing,basic.md,dprint,79,60.497750
timing,basic.md,dprint,80,58.502584
timing,basic.md,direct,80,52.552250
timing,basic.md,direct,81,53.273292
timing,basic.md,dprint,81,59.523250
timing,basic.md,dprint,82,58.957583
timing,basic.md,direct,82,57.944166
timing,basic.md,direct,83,52.718709
timing,basic.md,dprint,83,58.677500
timing,basic.md,dprint,84,57.568000
timing,basic.md,direct,84,51.060000
timing,basic.md,direct,85,52.560958
timing,basic.md,dprint,85,60.197500
timing,basic.md,dprint,86,57.822167
timing,basic.md,direct,86,51.717250
timing,basic.md,direct,87,51.901250
timing,basic.md,dprint,87,57.233000
timing,basic.md,dprint,88,57.711833
timing,basic.md,direct,88,54.982875
timing,basic.md,direct,89,53.521166
timing,basic.md,dprint,89,59.504459
timing,basic.md,dprint,90,58.397625
timing,basic.md,direct,90,51.470084
timing,basic.md,direct,91,54.040458
timing,basic.md,dprint,91,58.952041
timing,basic.md,dprint,92,59.683167
timing,basic.md,direct,92,51.984167
timing,basic.md,direct,93,51.663625
timing,basic.md,dprint,93,58.661084
timing,basic.md,dprint,94,58.972625
timing,basic.md,direct,94,51.785291
timing,basic.md,direct,95,52.349000
timing,basic.md,dprint,95,61.816041
timing,basic.md,dprint,96,59.753750
timing,basic.md,direct,96,51.040792
timing,basic.md,direct,97,58.601292
timing,basic.md,dprint,97,59.216500
timing,basic.md,dprint,98,58.558750
timing,basic.md,direct,98,51.995667
timing,basic.md,direct,99,53.111042
timing,basic.md,dprint,99,60.876916
timing,basic.py,dprint,0,11.330792
timing,basic.py,direct,0,6.033959
timing,basic.py,direct,1,5.501125
timing,basic.py,dprint,1,11.706416
timing,basic.py,dprint,2,10.961292
timing,basic.py,direct,2,6.209541
timing,basic.py,direct,3,5.009917
timing,basic.py,dprint,3,11.425209
timing,basic.py,dprint,4,10.455875
timing,basic.py,direct,4,5.796458
timing,basic.py,direct,5,5.416208
timing,basic.py,dprint,5,11.193125
timing,basic.py,dprint,6,11.683166
timing,basic.py,direct,6,5.826792
timing,basic.py,direct,7,5.259709
timing,basic.py,dprint,7,10.868083
timing,basic.py,dprint,8,11.149584
timing,basic.py,direct,8,5.758125
timing,basic.py,direct,9,5.343750
timing,basic.py,dprint,9,11.116541
timing,basic.py,dprint,10,11.666084
timing,basic.py,direct,10,5.824709
timing,basic.py,direct,11,6.246792
timing,basic.py,dprint,11,12.185959
timing,basic.py,dprint,12,12.089541
timing,basic.py,direct,12,6.092708
timing,basic.py,direct,13,5.951667
timing,basic.py,dprint,13,12.538959
timing,basic.py,dprint,14,12.799625
timing,basic.py,direct,14,5.892875
timing,basic.py,direct,15,5.963250
timing,basic.py,dprint,15,12.424333
timing,basic.py,dprint,16,11.918500
timing,basic.py,direct,16,6.229792
timing,basic.py,direct,17,5.425625
timing,basic.py,dprint,17,11.917583
timing,basic.py,dprint,18,11.795000
timing,basic.py,direct,18,6.049375
timing,basic.py,direct,19,5.793667
timing,basic.py,dprint,19,11.432875
timing,basic.py,dprint,20,11.543542
timing,basic.py,direct,20,5.584041
timing,basic.py,direct,21,5.643167
timing,basic.py,dprint,21,11.318959
timing,basic.py,dprint,22,11.312666
timing,basic.py,direct,22,5.185208
timing,basic.py,direct,23,6.105375
timing,basic.py,dprint,23,11.862250
timing,basic.py,dprint,24,11.593375
timing,basic.py,direct,24,5.952667
timing,basic.py,direct,25,5.748458
timing,basic.py,dprint,25,11.150958
timing,basic.py,dprint,26,11.386125
timing,basic.py,direct,26,6.020292
timing,basic.py,direct,27,5.555875
timing,basic.py,dprint,27,11.311042
timing,basic.py,dprint,28,11.799459
timing,basic.py,direct,28,5.978917
timing,basic.py,direct,29,5.652959
timing,basic.py,dprint,29,11.498541
timing,basic.py,dprint,30,11.679750
timing,basic.py,direct,30,5.381834
timing,basic.py,direct,31,5.967125
timing,basic.py,dprint,31,12.007833
timing,basic.py,dprint,32,11.857167
timing,basic.py,direct,32,6.102708
timing,basic.py,direct,33,5.431333
timing,basic.py,dprint,33,12.049167
timing,basic.py,dprint,34,12.113042
timing,basic.py,direct,34,5.659958
timing,basic.py,direct,35,5.835458
timing,basic.py,dprint,35,11.767042
timing,basic.py,dprint,36,11.923917
timing,basic.py,direct,36,6.065208
timing,basic.py,direct,37,5.855000
timing,basic.py,dprint,37,12.064583
timing,basic.py,dprint,38,11.891291
timing,basic.py,direct,38,5.571958
timing,basic.py,direct,39,5.448375
timing,basic.py,dprint,39,11.775958
timing,basic.py,dprint,40,11.772958
timing,basic.py,direct,40,5.950834
timing,basic.py,direct,41,5.594083
timing,basic.py,dprint,41,11.437708
timing,basic.py,dprint,42,11.714125
timing,basic.py,direct,42,6.190125
timing,basic.py,direct,43,5.295125
timing,basic.py,dprint,43,11.804167
timing,basic.py,dprint,44,11.434166
timing,basic.py,direct,44,5.946292
timing,basic.py,direct,45,5.908250
timing,basic.py,dprint,45,11.619750
timing,basic.py,dprint,46,11.196333
timing,basic.py,direct,46,6.089708
timing,basic.py,direct,47,5.226166
timing,basic.py,dprint,47,11.741708
timing,basic.py,dprint,48,12.262458
timing,basic.py,direct,48,6.030125
timing,basic.py,direct,49,5.436667
timing,basic.py,dprint,49,11.795083
timing,basic.py,dprint,50,11.462125
timing,basic.py,direct,50,5.719083
timing,basic.py,direct,51,5.076583
timing,basic.py,dprint,51,11.395542
timing,basic.py,dprint,52,11.625583
timing,basic.py,direct,52,6.256542
timing,basic.py,direct,53,5.440875
timing,basic.py,dprint,53,12.782458
timing,basic.py,dprint,54,12.203000
timing,basic.py,direct,54,5.738500
timing,basic.py,direct,55,6.398417
timing,basic.py,dprint,55,12.166375
timing,basic.py,dprint,56,11.306084
timing,basic.py,direct,56,5.535625
timing,basic.py,direct,57,5.214875
timing,basic.py,dprint,57,11.025917
timing,basic.py,dprint,58,11.105875
timing,basic.py,direct,58,5.038125
timing,basic.py,direct,59,5.118500
timing,basic.py,dprint,59,11.667291
timing,basic.py,dprint,60,10.858625
timing,basic.py,direct,60,5.716125
timing,basic.py,direct,61,5.001667
