suite,case,entry_point,sample,ms
representative,median.tsx,direct,19,64.423583
representative,median.tsx,direct,20,65.705417
representative,median.tsx,dprint,20,71.316500
representative,median.tsx,dprint,21,70.599250
representative,median.tsx,direct,21,64.572583
representative,median.tsx,direct,22,65.643250
representative,median.tsx,dprint,22,70.443792
representative,median.tsx,dprint,23,71.520208
representative,median.tsx,direct,23,64.493958
representative,median.tsx,direct,24,63.888791
representative,median.tsx,dprint,24,72.125333
representative,median.tsx,dprint,25,71.640000
representative,median.tsx,direct,25,68.646250
representative,median.tsx,direct,26,64.031917
representative,median.tsx,dprint,26,69.944208
representative,median.tsx,dprint,27,69.765625
representative,median.tsx,direct,27,65.126583
representative,median.tsx,direct,28,66.484375
representative,median.tsx,dprint,28,71.123750
representative,median.tsx,dprint,29,70.575458
representative,median.tsx,direct,29,64.604083
representative,median.tsx,direct,30,65.325125
representative,median.tsx,dprint,30,70.966791
representative,median.tsx,dprint,31,71.053792
representative,median.tsx,direct,31,64.122417
representative,median.tsx,direct,32,63.720083
representative,median.tsx,dprint,32,69.459000
representative,median.tsx,dprint,33,69.193208
representative,median.tsx,direct,33,64.689708
representative,median.tsx,direct,34,64.416250
representative,median.tsx,dprint,34,71.165042
representative,median.tsx,dprint,35,71.257417
representative,median.tsx,direct,35,65.185250
representative,median.tsx,direct,36,63.184459
representative,median.tsx,dprint,36,72.411459
representative,median.tsx,dprint,37,71.103083
representative,median.tsx,direct,37,64.664833
representative,median.tsx,direct,38,66.078834
representative,median.tsx,dprint,38,77.127667
representative,median.tsx,dprint,39,72.888333
representative,median.tsx,direct,39,67.712875
representative,median.tsx,direct,40,62.886917
representative,median.tsx,dprint,40,70.542667
representative,median.tsx,dprint,41,70.487416
representative,median.tsx,direct,41,65.471541
representative,median.tsx,direct,42,64.577333
representative,median.tsx,dprint,42,70.763834
representative,median.tsx,dprint,43,72.092000
representative,median.tsx,direct,43,64.058459
representative,median.tsx,direct,44,63.291417
representative,median.tsx,dprint,44,70.822625
representative,median.tsx,dprint,45,71.636958
representative,median.tsx,direct,45,66.347875
representative,median.tsx,direct,46,66.719541
representative,median.tsx,dprint,46,71.254291
representative,median.tsx,dprint,47,69.574875
representative,median.tsx,direct,47,63.903625
representative,median.tsx,direct,48,66.068458
representative,median.tsx,dprint,48,72.863708
representative,median.tsx,dprint,49,71.314250
representative,median.tsx,direct,49,64.762500
representative,median.tsx,direct,50,64.502000
representative,median.tsx,dprint,50,78.213292
representative,median.tsx,dprint,51,74.864959
representative,median.tsx,direct,51,64.948583
representative,median.tsx,direct,52,64.744833
representative,median.tsx,dprint,52,71.774000
representative,median.tsx,dprint,53,71.437416
representative,median.tsx,direct,53,67.731333
representative,median.tsx,direct,54,65.469459
representative,median.tsx,dprint,54,70.154083
representative,median.tsx,dprint,55,70.517084
representative,median.tsx,direct,55,64.323042
representative,median.tsx,direct,56,65.156250
representative,median.tsx,dprint,56,72.980833
representative,median.tsx,dprint,57,71.949542
representative,median.tsx,direct,57,64.480708
representative,median.tsx,direct,58,65.547125
representative,median.tsx,dprint,58,71.610916
representative,median.tsx,dprint,59,71.516250
representative,median.tsx,direct,59,67.043584
representative,median.tsx,direct,60,65.572708
representative,median.tsx,dprint,60,71.022417
representative,median.tsx,dprint,61,71.757917
representative,median.tsx,direct,61,65.467042
representative,median.tsx,direct,62,71.918166
representative,median.tsx,dprint,62,74.790667
representative,median.tsx,dprint,63,71.720000
representative,median.tsx,direct,63,65.582000
representative,median.tsx,direct,64,64.796125
representative,median.tsx,dprint,64,71.624292
representative,median.tsx,dprint,65,72.621000
representative,median.tsx,direct,65,64.954583
representative,median.tsx,direct,66,64.677167
representative,median.tsx,dprint,66,71.565500
representative,median.tsx,dprint,67,71.213750
representative,median.tsx,direct,67,65.657333
representative,median.tsx,direct,68,65.642667
representative,median.tsx,dprint,68,70.815750
representative,median.tsx,dprint,69,70.904291
representative,median.tsx,direct,69,63.484208
representative,median.tsx,direct,70,66.230042
representative,median.tsx,dprint,70,73.120959
representative,median.tsx,dprint,71,71.492750
representative,median.tsx,direct,71,65.802709
representative,median.tsx,direct,72,65.526458
representative,median.tsx,dprint,72,71.848750
representative,median.tsx,dprint,73,74.096625
representative,median.tsx,direct,73,70.679625
representative,median.tsx,direct,74,67.888584
representative,median.tsx,dprint,74,71.850791
representative,median.tsx,dprint,75,71.106500
representative,median.tsx,direct,75,64.493417
representative,median.tsx,direct,76,63.619500
representative,median.tsx,dprint,76,78.127541
representative,median.tsx,dprint,77,72.837708
representative,median.tsx,direct,77,65.521125
representative,median.tsx,direct,78,66.541958
representative,median.tsx,dprint,78,71.693542
representative,median.tsx,dprint,79,71.196958
representative,median.tsx,direct,79,67.727042
representative,median.tsx,direct,80,65.964416
representative,median.tsx,dprint,80,72.475834
representative,median.tsx,dprint,81,71.419875
representative,median.tsx,direct,81,64.521916
representative,median.tsx,direct,82,65.979125
representative,median.tsx,dprint,82,72.084625
representative,median.tsx,dprint,83,71.913333
representative,median.tsx,direct,83,64.465333
representative,median.tsx,direct,84,66.509417
representative,median.tsx,dprint,84,73.749875
representative,median.tsx,dprint,85,80.885500
representative,median.tsx,direct,85,65.916167
representative,median.tsx,direct,86,64.662917
representative,median.tsx,dprint,86,71.926833
representative,median.tsx,dprint,87,73.788166
representative,median.tsx,direct,87,65.257541
representative,median.tsx,direct,88,66.341917
representative,median.tsx,dprint,88,71.090500
representative,median.tsx,dprint,89,73.563958
representative,median.tsx,direct,89,65.976500
representative,median.tsx,direct,90,65.697875
representative,median.tsx,dprint,90,71.827708
representative,median.tsx,dprint,91,73.548375
representative,median.tsx,direct,91,64.738958
representative,median.tsx,direct,92,65.008750
representative,median.tsx,dprint,92,71.524209
representative,median.tsx,dprint,93,69.424709
representative,median.tsx,direct,93,66.154084
representative,median.tsx,direct,94,64.063875
representative,median.tsx,dprint,94,70.111333
representative,median.tsx,dprint,95,70.925666
representative,median.tsx,direct,95,65.531500
representative,median.tsx,direct,96,65.592541
representative,median.tsx,dprint,96,73.457000
representative,median.tsx,dprint,97,79.037500
representative,median.tsx,direct,97,66.716833
representative,median.tsx,direct,98,65.592333
representative,median.tsx,dprint,98,72.121667
representative,median.tsx,dprint,99,72.970458
representative,median.tsx,direct,99,64.527375
representative,largest.tsx,direct,0,92.911333
representative,largest.tsx,dprint,0,101.071375
representative,largest.tsx,dprint,1,100.713125
representative,largest.tsx,direct,1,93.583375
representative,largest.tsx,direct,2,98.522042
representative,largest.tsx,dprint,2,102.803417
representative,largest.tsx,dprint,3,99.257917
representative,largest.tsx,direct,3,92.357750
representative,largest.tsx,direct,4,96.810458
representative,largest.tsx,dprint,4,102.797542
representative,largest.tsx,dprint,5,100.290584
representative,largest.tsx,direct,5,93.217500
representative,largest.tsx,direct,6,94.775417
representative,largest.tsx,dprint,6,101.184709
representative,largest.tsx,dprint,7,99.215125
representative,largest.tsx,direct,7,93.709916
representative,largest.tsx,direct,8,94.127083
representative,largest.tsx,dprint,8,100.629875
representative,largest.tsx,dprint,9,98.105125
representative,largest.tsx,direct,9,94.582625
representative,largest.tsx,direct,10,97.721291
representative,largest.tsx,dprint,10,103.022167
representative,largest.tsx,dprint,11,102.252916
representative,largest.tsx,direct,11,96.246333
representative,largest.tsx,direct,12,93.735959
representative,largest.tsx,dprint,12,101.418084
representative,largest.tsx,dprint,13,98.170750
representative,largest.tsx,direct,13,92.455208
representative,largest.tsx,direct,14,86.281625
representative,largest.tsx,dprint,14,103.566875
representative,largest.tsx,dprint,15,98.806042
representative,largest.tsx,direct,15,94.731333
representative,largest.tsx,direct,16,93.139875
representative,largest.tsx,dprint,16,99.346000
representative,largest.tsx,dprint,17,100.662083
representative,largest.tsx,direct,17,92.594083
representative,largest.tsx,direct,18,93.568458
representative,largest.tsx,dprint,18,107.250750
representative,largest.tsx,dprint,19,100.902541
representative,largest.tsx,direct,19,93.941125
representative,largest.tsx,direct,20,93.032542
representative,largest.tsx,dprint,20,100.174500
representative,largest.tsx,dprint,21,99.714041
representative,largest.tsx,direct,21,92.971166
representative,largest.tsx,direct,22,91.806209
representative,largest.tsx,dprint,22,99.400000
representative,largest.tsx,dprint,23,100.356667
representative,largest.tsx,direct,23,91.087000
representative,largest.tsx,direct,24,90.673000
representative,largest.tsx,dprint,24,100.650667
representative,largest.tsx,dprint,25,100.889500
representative,largest.tsx,direct,25,92.042875
representative,largest.tsx,direct,26,93.318333
representative,largest.tsx,dprint,26,105.727333
representative,largest.tsx,dprint,27,102.427792
representative,largest.tsx,direct,27,92.582000
representative,largest.tsx,direct,28,92.864083
representative,largest.tsx,dprint,28,98.453125
representative,largest.tsx,dprint,29,99.231125
representative,largest.tsx,direct,29,95.350250
representative,largest.tsx,direct,30,94.132625
representative,largest.tsx,dprint,30,99.418458
representative,largest.tsx,dprint,31,100.985334
representative,largest.tsx,direct,31,93.796875
representative,largest.tsx,direct,32,94.479584
representative,largest.tsx,dprint,32,98.974250
representative,largest.tsx,dprint,33,102.063625
representative,largest.tsx,direct,33,92.872167
representative,largest.tsx,direct,34,91.263791
representative,largest.tsx,dprint,34,98.351708
representative,largest.tsx,dprint,35,108.774959
representative,largest.tsx,direct,35,88.934583
representative,largest.tsx,direct,36,93.929083
representative,largest.tsx,dprint,36,100.261417
representative,largest.tsx,dprint,37,100.842208
representative,largest.tsx,direct,37,93.206833
representative,largest.tsx,direct,38,92.432542
representative,largest.tsx,dprint,38,98.508417
representative,largest.tsx,dprint,39,98.580583
representative,largest.tsx,direct,39,92.247000
representative,largest.tsx,direct,40,93.810167
representative,largest.tsx,dprint,40,100.236583
representative,largest.tsx,dprint,41,99.825459
representative,largest.tsx,direct,41,92.838792
representative,largest.tsx,direct,42,92.010959
representative,largest.tsx,dprint,42,98.158167
representative,largest.tsx,dprint,43,100.009334
representative,largest.tsx,direct,43,93.391666
representative,largest.tsx,direct,44,98.345125
representative,largest.tsx,dprint,44,99.557292
representative,largest.tsx,dprint,45,99.269250
representative,largest.tsx,direct,45,94.414000
representative,largest.tsx,direct,46,92.107833
representative,largest.tsx,dprint,46,98.585792
representative,largest.tsx,dprint,47,98.902333
representative,largest.tsx,direct,47,93.649875
representative,largest.tsx,direct,48,93.973000
representative,largest.tsx,dprint,48,97.689541
representative,largest.tsx,dprint,49,97.906750
representative,largest.tsx,direct,49,92.132042
representative,largest.tsx,direct,50,92.691042
representative,largest.tsx,dprint,50,102.530708
representative,largest.tsx,dprint,51,100.460708
representative,largest.tsx,direct,51,94.648917
representative,largest.tsx,direct,52,94.539208
representative,largest.tsx,dprint,52,106.928833
representative,largest.tsx,dprint,53,102.125334
representative,largest.tsx,direct,53,95.437291
representative,largest.tsx,direct,54,93.380917
representative,largest.tsx,dprint,54,97.762583
representative,largest.tsx,dprint,55,92.990084
representative,largest.tsx,direct,55,94.031000
representative,largest.tsx,direct,56,94.623416
representative,largest.tsx,dprint,56,99.571042
representative,largest.tsx,dprint,57,101.125875
representative,largest.tsx,direct,57,95.421500
representative,largest.tsx,direct,58,94.113375
representative,largest.tsx,dprint,58,100.815416
representative,largest.tsx,dprint,59,99.937833
representative,largest.tsx,direct,59,93.811708
representative,largest.tsx,direct,60,95.491917
representative,largest.tsx,dprint,60,100.592750
representative,largest.tsx,dprint,61,106.839291
representative,largest.tsx,direct,61,95.809791
representative,largest.tsx,direct,62,94.586291
representative,largest.tsx,dprint,62,100.403334
representative,largest.tsx,dprint,63,99.078791
representative,largest.tsx,direct,63,95.513000
representative,largest.tsx,direct,64,93.826917
representative,largest.tsx,dprint,64,98.762125
representative,largest.tsx,dprint,65,99.378208
representative,largest.tsx,direct,65,94.131166
representative,largest.tsx,direct,66,95.195625
representative,largest.tsx,dprint,66,101.513125
representative,largest.tsx,dprint,67,101.235541
representative,largest.tsx,direct,67,94.491667
representative,largest.tsx,direct,68,93.890458
representative,largest.tsx,dprint,68,99.341333
representative,largest.tsx,dprint,69,106.122167
representative,largest.tsx,direct,69,95.113208
representative,largest.tsx,direct,70,93.442333
representative,largest.tsx,dprint,70,100.517917
representative,largest.tsx,dprint,71,100.320750
representative,largest.tsx,direct,71,93.540834
representative,largest.tsx,direct,72,95.632209
representative,largest.tsx,dprint,72,100.337000
representative,largest.tsx,dprint,73,101.680459
representative,largest.tsx,direct,73,93.146125
representative,largest.tsx,direct,74,94.213625
representative,largest.tsx,dprint,74,99.896084
representative,largest.tsx,dprint,75,99.502583
representative,largest.tsx,direct,75,94.489875
representative,largest.tsx,direct,76,92.792209
representative,largest.tsx,dprint,76,100.881917
representative,largest.tsx,dprint,77,99.364708
representative,largest.tsx,direct,77,101.939333
representative,largest.tsx,direct,78,97.811833
representative,largest.tsx,dprint,78,103.377250
representative,largest.tsx,dprint,79,99.852208
representative,largest.tsx,direct,79,91.875958
representative,largest.tsx,direct,80,93.981958
representative,largest.tsx,dprint,80,100.150667
representative,largest.tsx,dprint,81,99.676625
representative,largest.tsx,direct,81,87.573958
representative,largest.tsx,direct,82,92.921167
representative,largest.tsx,dprint,82,101.632833
representative,largest.tsx,dprint,83,99.136250
representative,largest.tsx,direct,83,91.869792
representative,largest.tsx,direct,84,94.184625
representative,largest.tsx,dprint,84,98.875292
representative,largest.tsx,dprint,85,97.441375
representative,largest.tsx,direct,85,91.348208
representative,largest.tsx,direct,86,102.390667
representative,largest.tsx,dprint,86,101.545083
representative,largest.tsx,dprint,87,98.343125
representative,largest.tsx,direct,87,92.120041
representative,largest.tsx,direct,88,93.170333
representative,largest.tsx,dprint,88,100.174583
representative,largest.tsx,dprint,89,99.158500
representative,largest.tsx,direct,89,91.108500
representative,largest.tsx,direct,90,91.703041
representative,largest.tsx,dprint,90,99.553791
representative,largest.tsx,dprint,91,99.546209
representative,largest.tsx,direct,91,92.876084
representative,largest.tsx,direct,92,86.342875
representative,largest.tsx,dprint,92,100.902208
representative,largest.tsx,dprint,93,98.925667
representative,largest.tsx,direct,93,91.447000
representative,largest.tsx,direct,94,93.353416
representative,largest.tsx,dprint,94,101.678667
representative,largest.tsx,dprint,95,104.720583
representative,largest.tsx,direct,95,93.644250
representative,largest.tsx,direct,96,95.429542
representative,largest.tsx,dprint,96,100.587459
representative,largest.tsx,dprint,97,99.782125
representative,largest.tsx,direct,97,93.730625
representative,largest.tsx,direct,98,94.132833
representative,largest.tsx,dprint,98,102.486167
representative,largest.tsx,dprint,99,100.676542
representative,largest.tsx,direct,99,92.136000
representative,median.md,direct,0,67.485208
representative,median.md,dprint,0,73.246833
representative,median.md,dprint,1,72.988875
representative,median.md,direct,1,65.274167
representative,median.md,direct,2,64.731792
representative,median.md,dprint,2,71.371750
representative,median.md,dprint,3,70.516833
representative,median.md,direct,3,65.784125
representative,median.md,direct,4,65.860541
representative,median.md,dprint,4,72.697875
representative,median.md,dprint,5,72.963000
representative,median.md,direct,5,65.584958
representative,median.md,direct,6,64.510000
representative,median.md,dprint,6,72.332708
representative,median.md,dprint,7,72.409208
representative,median.md,direct,7,65.271167
representative,median.md,direct,8,66.681958
representative,median.md,dprint,8,71.920625
representative,median.md,dprint,9,70.796083
representative,median.md,direct,9,63.882250
representative,median.md,direct,10,65.349542
representative,median.md,dprint,10,70.391958
representative,median.md,dprint,11,72.331833
representative,median.md,direct,11,73.336334
representative,median.md,direct,12,66.893000
representative,median.md,dprint,12,74.087708
representative,median.md,dprint,13,73.600917
representative,median.md,direct,13,65.326917
representative,median.md,direct,14,65.016291
representative,median.md,dprint,14,72.243167
representative,median.md,dprint,15,71.032833
representative,median.md,direct,15,65.619375
representative,median.md,direct,16,66.103916
representative,median.md,dprint,16,70.612625
representative,median.md,dprint,17,70.594375
representative,median.md,direct,17,64.585416
representative,median.md,direct,18,66.063375
representative,median.md,dprint,18,72.109166
representative,median.md,dprint,19,73.420583
representative,median.md,direct,19,64.630875
representative,median.md,direct,20,64.535791
representative,median.md,dprint,20,70.975167
representative,median.md,dprint,21,71.769625
representative,median.md,direct,21,66.014042
representative,median.md,direct,22,64.728750
representative,median.md,dprint,22,71.895333
representative,median.md,dprint,23,77.402833
representative,median.md,direct,23,65.539417
representative,median.md,direct,24,65.167250
representative,median.md,dprint,24,71.246750
representative,median.md,dprint,25,72.151375
representative,median.md,direct,25,65.468292
representative,median.md,direct,26,66.376708
representative,median.md,dprint,26,72.198167
representative,median.md,dprint,27,72.031666
representative,median.md,direct,27,65.716084
representative,median.md,direct,28,65.766292
representative,median.md,dprint,28,74.558416
representative,median.md,dprint,29,71.293000
representative,median.md,direct,29,65.884416
representative,median.md,direct,30,64.799875
representative,median.md,dprint,30,72.077084
representative,median.md,dprint,31,71.166667
representative,median.md,direct,31,64.284500
representative,median.md,direct,32,65.379833
representative,median.md,dprint,32,70.701125
representative,median.md,dprint,33,73.011625
representative,median.md,direct,33,65.240416
representative,median.md,direct,34,65.629750
representative,median.md,dprint,34,78.952875
representative,median.md,dprint,35,72.626083
representative,median.md,direct,35,66.767042
representative,median.md,direct,36,67.437833
representative,median.md,dprint,36,71.055333
representative,median.md,dprint,37,71.418250
representative,median.md,direct,37,63.825584
representative,median.md,direct,38,63.609584
representative,median.md,dprint,38,70.379084
representative,median.md,dprint,39,73.154125
representative,median.md,direct,39,64.655959
representative,median.md,direct,40,64.831750
representative,median.md,dprint,40,70.055667
representative,median.md,dprint,41,70.162583
representative,median.md,direct,41,66.014583
representative,median.md,direct,42,66.004292
representative,median.md,dprint,42,68.829709
representative,median.md,dprint,43,69.816625
representative,median.md,direct,43,64.462917
representative,median.md,direct,44,64.285125
representative,median.md,dprint,44,71.072625
representative,median.md,dprint,45,71.703458
representative,median.md,direct,45,65.813417
representative,median.md,direct,46,65.734875
representative,median.md,dprint,46,71.292208
representative,median.md,dprint,47,78.301375
representative,median.md,direct,47,66.485583
representative,median.md,direct,48,66.453791
representative,median.md,dprint,48,70.814167
representative,median.md,dprint,49,71.203375
representative,median.md,direct,49,65.634042
representative,median.md,direct,50,65.786542
representative,median.md,dprint,50,70.607792
representative,median.md,dprint,51,70.853791
representative,median.md,direct,51,64.366292
representative,median.md,direct,52,63.860000
representative,median.md,dprint,52,71.662417
representative,median.md,dprint,53,72.166000
representative,median.md,direct,53,63.503542
representative,median.md,direct,54,64.757209
representative,median.md,dprint,54,70.970334
representative,median.md,dprint,55,71.404833
representative,median.md,direct,55,64.794167
representative,median.md,direct,56,65.471125
representative,median.md,dprint,56,73.546208
representative,median.md,dprint,57,72.478209
representative,median.md,direct,57,65.424666
representative,median.md,direct,58,64.732416
representative,median.md,dprint,58,72.089167
representative,median.md,dprint,59,73.371834
representative,median.md,direct,59,70.576708
representative,median.md,direct,60,65.297041
representative,median.md,dprint,60,71.854875
representative,median.md,dprint,61,71.960417
representative,median.md,direct,61,65.056084
representative,median.md,direct,62,65.960458
representative,median.md,dprint,62,72.081125
representative,median.md,dprint,63,71.518459
representative,median.md,direct,63,64.820042
representative,median.md,direct,64,65.552292
representative,median.md,dprint,64,73.644000
representative,median.md,dprint,65,71.020292
representative,median.md,direct,65,64.950208
representative,median.md,direct,66,66.425625
representative,median.md,dprint,66,72.142291
representative,median.md,dprint,67,71.991791
representative,median.md,direct,67,65.076625
representative,median.md,direct,68,66.200833
representative,median.md,dprint,68,72.654166
representative,median.md,dprint,69,73.874166
representative,median.md,direct,69,65.409083
representative,median.md,direct,70,67.470458
representative,median.md,dprint,70,71.624375
representative,median.md,dprint,71,77.629625
representative,median.md,direct,71,66.041208
representative,median.md,direct,72,65.636166
representative,median.md,dprint,72,71.859875
representative,median.md,dprint,73,72.980792
representative,median.md,direct,73,64.301250
representative,median.md,direct,74,65.558000
representative,median.md,dprint,74,72.304375
representative,median.md,dprint,75,72.488958
representative,median.md,direct,75,65.767166
representative,median.md,direct,76,68.323209
representative,median.md,dprint,76,71.590708
representative,median.md,dprint,77,73.031459
representative,median.md,direct,77,66.610208
representative,median.md,direct,78,65.533500
representative,median.md,dprint,78,73.216375
representative,median.md,dprint,79,72.797292
representative,median.md,direct,79,66.390792
representative,median.md,direct,80,66.483708
representative,median.md,dprint,80,71.977375
representative,median.md,dprint,81,72.077042
representative,median.md,direct,81,68.452292
representative,median.md,direct,82,65.485417
representative,median.md,dprint,82,78.283291
representative,median.md,dprint,83,73.240667
representative,median.md,direct,83,64.782500
representative,median.md,direct,84,66.031500
representative,median.md,dprint,84,73.369958
representative,median.md,dprint,85,72.313625
representative,median.md,direct,85,64.542666
representative,median.md,direct,86,64.129584
representative,median.md,dprint,86,73.485625
representative,median.md,dprint,87,71.976125
representative,median.md,direct,87,65.282666
representative,median.md,direct,88,63.595458
representative,median.md,dprint,88,70.540583
representative,median.md,dprint,89,69.642125
representative,median.md,direct,89,66.435584
representative,median.md,direct,90,66.778875
representative,median.md,dprint,90,72.460333
representative,median.md,dprint,91,70.374167
representative,median.md,direct,91,65.218708
representative,median.md,direct,92,64.968958
representative,median.md,dprint,92,70.656500
representative,median.md,dprint,93,71.280500
representative,median.md,direct,93,63.709666
representative,median.md,direct,94,70.379334
representative,median.md,dprint,94,72.560459
representative,median.md,dprint,95,72.223458
representative,median.md,direct,95,64.804916
representative,median.md,direct,96,63.698375
representative,median.md,dprint,96,70.889459
representative,median.md,dprint,97,71.527834
representative,median.md,direct,97,65.961959
representative,median.md,direct,98,64.282916
representative,median.md,dprint,98,72.529333
representative,median.md,dprint,99,69.866333
representative,median.md,direct,99,65.653291
representative,largest.md,direct,0,65.938333
representative,largest.md,dprint,0,83.053625
representative,largest.md,dprint,1,80.750000
representative,largest.md,direct,1,74.441292
representative,largest.md,direct,2,72.727792
representative,largest.md,dprint,2,77.131125
representative,largest.md,dprint,3,76.887709
representative,largest.md,direct,3,70.375791
representative,largest.md,direct,4,71.941000
representative,largest.md,dprint,4,76.933958
representative,largest.md,dprint,5,77.291625
representative,largest.md,direct,5,71.491209
representative,largest.md,direct,6,72.465417
representative,largest.md,dprint,6,78.229708
representative,largest.md,dprint,7,77.719875
representative,largest.md,direct,7,71.082292
representative,largest.md,direct,8,70.809959
representative,largest.md,dprint,8,77.237792
representative,largest.md,dprint,9,78.188500
representative,largest.md,direct,9,72.709291
representative,largest.md,direct,10,71.071333
representative,largest.md,dprint,10,77.158416
representative,largest.md,dprint,11,77.122750
representative,largest.md,direct,11,71.181916
representative,largest.md,direct,12,72.082500
representative,largest.md,dprint,12,85.495208
representative,largest.md,dprint,13,78.866875
representative,largest.md,direct,13,71.920667
representative,largest.md,direct,14,70.777792
representative,largest.md,dprint,14,80.360000
representative,largest.md,dprint,15,76.950458
representative,largest.md,direct,15,70.792041
representative,largest.md,direct,16,72.849875
representative,largest.md,dprint,16,78.855166
representative,largest.md,dprint,17,79.871667
representative,largest.md,direct,17,71.442875
representative,largest.md,direct,18,72.671042
representative,largest.md,dprint,18,78.452708
representative,largest.md,dprint,19,78.539875
representative,largest.md,direct,19,73.231417
representative,largest.md,direct,20,72.444917
representative,largest.md,dprint,20,78.801500
representative,largest.md,dprint,21,78.869208
representative,largest.md,direct,21,71.976333
representative,largest.md,direct,22,72.435125
representative,largest.md,dprint,22,79.312750
representative,largest.md,dprint,23,86.506167
representative,largest.md,direct,23,74.261750
representative,largest.md,direct,24,71.506000
representative,largest.md,dprint,24,78.608916
representative,largest.md,dprint,25,79.073917
representative,largest.md,direct,25,72.522375
representative,largest.md,direct,26,71.690583
representative,largest.md,dprint,26,80.302417
representative,largest.md,dprint,27,78.202625
representative,largest.md,direct,27,73.308875
representative,largest.md,direct,28,71.827250
representative,largest.md,dprint,28,79.751333
representative,largest.md,dprint,29,79.212333
representative,largest.md,direct,29,74.455750
representative,largest.md,direct,30,73.858834
representative,largest.md,dprint,30,77.463209
representative,largest.md,dprint,31,78.337209
representative,largest.md,direct,31,72.529167
representative,largest.md,direct,32,71.549875
representative,largest.md,dprint,32,79.279625
representative,largest.md,dprint,33,78.486583
representative,largest.md,direct,33,79.679333
representative,largest.md,direct,34,73.362875
representative,largest.md,dprint,34,80.325834
representative,largest.md,dprint,35,81.229584
representative,largest.md,direct,35,73.851250
representative,largest.md,direct,36,73.427584
representative,largest.md,dprint,36,77.767083
representative,largest.md,dprint,37,77.227750
representative,largest.md,direct,37,72.393459
representative,largest.md,direct,38,66.781000
representative,largest.md,dprint,38,79.563167
representative,largest.md,dprint,39,79.951542
representative,largest.md,direct,39,72.531667
representative,largest.md,direct,40,72.963042
representative,largest.md,dprint,40,79.377583
representative,largest.md,dprint,41,79.185541
representative,largest.md,direct,41,72.408750
representative,largest.md,direct,42,72.554667
representative,largest.md,dprint,42,78.865875
representative,largest.md,dprint,43,78.655667
representative,largest.md,direct,43,71.468417
representative,largest.md,direct,44,76.876166
representative,largest.md,dprint,44,81.449208
representative,largest.md,dprint,45,80.907833
representative,largest.md,direct,45,72.311542
representative,largest.md,direct,46,71.681708
representative,largest.md,dprint,46,78.035292
representative,largest.md,dprint,47,78.669084
representative,largest.md,direct,47,73.219292
representative,largest.md,direct,48,73.161250
representative,largest.md,dprint,48,80.294958
representative,largest.md,dprint,49,80.827666
representative,largest.md,direct,49,71.217542
representative,largest.md,direct,50,70.887125
representative,largest.md,dprint,50,76.767458
representative,largest.md,dprint,51,79.562250
representative,largest.md,direct,51,73.931292
representative,largest.md,direct,52,72.081708
representative,largest.md,dprint,52,79.404458
representative,largest.md,dprint,53,80.185000
representative,largest.md,direct,53,73.497500
representative,largest.md,direct,54,71.856750
representative,largest.md,dprint,54,85.463417
representative,largest.md,dprint,55,81.550125
representative,largest.md,direct,55,75.001708
representative,largest.md,direct,56,72.970208
representative,largest.md,dprint,56,78.230667
representative,largest.md,dprint,57,78.309875
representative,largest.md,direct,57,73.041375
representative,largest.md,direct,58,72.184083
representative,largest.md,dprint,58,80.413542
representative,largest.md,dprint,59,79.133500
representative,largest.md,direct,59,72.105875
representative,largest.md,direct,60,71.592833
representative,largest.md,dprint,60,77.817791
representative,largest.md,dprint,61,79.132292
representative,largest.md,direct,61,72.265375
representative,largest.md,direct,62,70.917417
representative,largest.md,dprint,62,78.659417
representative,largest.md,dprint,63,76.944750
representative,largest.md,direct,63,71.611000
representative,largest.md,direct,64,71.985541
representative,largest.md,dprint,64,78.827750
representative,largest.md,dprint,65,78.250292
representative,largest.md,direct,65,79.556333
representative,largest.md,direct,66,75.679709
representative,largest.md,dprint,66,79.045542
representative,largest.md,dprint,67,79.177500
representative,largest.md,direct,67,71.716167
representative,largest.md,direct,68,71.791166
representative,largest.md,dprint,68,77.753208
representative,largest.md,dprint,69,77.961875
representative,largest.md,direct,69,70.459833
representative,largest.md,direct,70,71.432125
representative,largest.md,dprint,70,77.063250
representative,largest.md,dprint,71,77.339042
representative,largest.md,direct,71,71.773250
representative,largest.md,direct,72,71.133917
representative,largest.md,dprint,72,78.851000
representative,largest.md,dprint,73,77.493542
representative,largest.md,direct,73,70.564208
representative,largest.md,direct,74,71.832500
representative,largest.md,dprint,74,77.704875
representative,largest.md,dprint,75,78.328583
representative,largest.md,direct,75,71.919417
representative,largest.md,direct,76,72.113584
representative,largest.md,dprint,76,77.905083
representative,largest.md,dprint,77,85.628416
representative,largest.md,direct,77,73.640917
representative,largest.md,direct,78,72.764167
representative,largest.md,dprint,78,78.701292
representative,largest.md,dprint,79,79.383875
representative,largest.md,direct,79,71.915209
representative,largest.md,direct,80,72.355292
representative,largest.md,dprint,80,78.238333
representative,largest.md,dprint,81,78.121084
representative,largest.md,direct,81,71.686333
representative,largest.md,direct,82,72.594708
representative,largest.md,dprint,82,80.319333
representative,largest.md,dprint,83,78.264542
representative,largest.md,direct,83,73.489458
representative,largest.md,direct,84,81.743042
representative,largest.md,dprint,84,80.700458
representative,largest.md,dprint,85,79.756792
representative,largest.md,direct,85,72.574625
representative,largest.md,direct,86,72.210083
representative,largest.md,dprint,86,72.501167
representative,largest.md,dprint,87,78.892708
